claim_id,customer_id,make,accident_area,sex,marital_status,age,fault,policy_type,vehicle_category,vehicle_price_bucket,deductible,driver_rating,days_policy_accident,days_policy_claim,past_number_of_claims,age_of_vehicle,age_of_policyholder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change_claim,number_of_cars,base_policy,incident_period,fraud_reported
126,126,Pontiac,Urban,Female,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Feb,0
127,127,Dodge,Urban,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,none,more than 7,41 to 50,Yes,No,External,none,4 to 8 years,2 vehicles,Collision,1994-Jan,0
128,128,Mazda,Urban,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jan,0
129,129,Chevrolet,Rural,Male,Married,27,Third Party,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,Yes,External,none,no change,1 vehicle,Liability,1994-Jan,0
130,130,Honda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Nov,0
131,131,Pontiac,Urban,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jul,0
132,132,Honda,Urban,Male,Single,18,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Apr,0
133,133,Pontiac,Urban,Male,Married,60,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Oct,0
134,134,Ford,Urban,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Oct,0
135,135,Honda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Apr,0
136,136,Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Mar,0
137,137,Toyota,Urban,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Mar,0
138,138,Toyota,Urban,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Feb,0
139,139,Mercury,Urban,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Dec,0
140,140,Toyota,Urban,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Oct,0
141,141,Honda,Urban,Male,Married,51,Policy Holder,Sport - Collision,Sport,more than 69000,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Jul,0
142,142,Pontiac,Urban,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Jun,0
143,143,Chevrolet,Urban,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,Internal,3 to 5,no change,5 to 8,Liability,1994-Feb,0
144,144,Toyota,Urban,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
145,145,Toyota,Rural,Male,Single,25,Third Party,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Feb,0
146,146,Mazda,Urban,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Nov,0
147,147,Mazda,Urban,Male,Single,33,Third Party,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-Sep,0
148,148,Toyota,Rural,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,under 6 months,2 vehicles,All Perils,1994-Dec,1
149,149,Accura,Urban,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
150,150,Mazda,Urban,Male,Widow,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-May,0
151,151,Pontiac,Urban,Female,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jan,0
152,152,Pontiac,Urban,Male,Single,23,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jan,0
153,153,Pontiac,Urban,Male,Single,31,Third Party,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Jan,0
154,154,Honda,Urban,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,500,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,All Perils,1994-Sep,0
155,155,Honda,Urban,Female,Single,33,Third Party,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-Jan,0
156,156,Accura,Urban,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jan,0
157,157,Mazda,Urban,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Jan,0
158,158,Chevrolet,Urban,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Jan,0
159,159,Honda,Urban,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jan,0
160,160,Honda,Urban,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-Jan,0
161,161,Chevrolet,Urban,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Dec,1
162,162,Honda,Urban,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,1994-Jan,0
163,163,Chevrolet,Urban,Female,Single,37,Third Party,Sedan - Liability,Sport,more than 69000,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Jan,0
164,164,Toyota,Urban,Male,Married,43,Third Party,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Jan,0
165,165,Toyota,Urban,Female,Married,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,Collision,1994-Jan,0
166,166,Toyota,Urban,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jan,0
167,167,Honda,Urban,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Jan,0
168,168,Toyota,Urban,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Oct,0
169,169,Nisson,Rural,Male,Married,42,Policy Holder,Utility - All Perils,Utility,more than 69000,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,All Perils,1994-May,0
170,170,Honda,Urban,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,1994-May,0
171,171,Pontiac,Urban,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Mar,0
172,172,Mazda,Urban,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Mar,0
173,173,VW,Urban,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
174,174,Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Feb,0
175,175,Honda,Urban,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Feb,0
176,176,Chevrolet,Urban,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Feb,0
177,177,Saab,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Feb,0
178,178,Honda,Urban,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jan,0
179,179,Chevrolet,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Jan,0
180,180,Mercury,Rural,Male,Married,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1994-Jan,0
181,181,Ford,Urban,Male,Married,74,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Jan,0
182,182,Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
183,183,Mazda,Urban,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,All Perils,1994-Jun,0
184,184,Toyota,Urban,Male,Married,48,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Dec,0
185,185,Chevrolet,Urban,Female,Single,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Jan,0
186,186,Pontiac,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Jan,0
187,187,Honda,Urban,Male,Single,0,Third Party,Sedan - Liability,Sport,more than 69000,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,1994-Jan,0
188,188,Pontiac,Urban,Male,Married,54,Third Party,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-Dec,0
189,189,Chevrolet,Urban,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jan,0
190,190,Mazda,Urban,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,All Perils,1994-Dec,1
191,191,Mazda,Urban,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Dec,0
192,192,Toyota,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Feb,0
193,193,Chevrolet,Urban,Male,Married,26,Policy Holder,Utility - All Perils,Utility,more than 69000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Dec,1
194,194,Toyota,Urban,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Feb,0
195,195,Honda,Urban,Male,Married,39,Policy Holder,Sport - Collision,Sport,more than 69000,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Dec,1
196,196,Chevrolet,Urban,Male,Married,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Feb,0
197,197,Honda,Urban,Male,Married,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Feb,0
198,198,Mazda,Urban,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Aug,0
199,199,Pontiac,Urban,Female,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Mar,0
200,200,Pontiac,Urban,Male,Married,29,Third Party,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Dec,0
201,201,Mazda,Urban,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Dec,0
202,202,Mazda,Urban,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Dec,0
203,203,Honda,Rural,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision,1994-Dec,0
204,204,Honda,Rural,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Sep,0
205,205,Pontiac,Urban,Male,Married,41,Third Party,Sedan - All Perils,Sedan,less than 20000,500,3,none,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,All Perils,1994-Dec,1
206,206,Pontiac,Urban,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,3 to 4,Collision,1994-Apr,0
207,207,Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Dec,1
208,208,Mazda,Urban,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Sep,0
209,209,Toyota,Urban,Male,Single,21,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,1994-Oct,0
210,210,Pontiac,Rural,Male,Married,31,Third Party,Sedan - All Perils,Sedan,less than 20000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Dec,0
211,211,Pontiac,Urban,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,Collision,1994-Apr,0
212,212,Honda,Rural,Female,Married,37,Third Party,Sedan - All Perils,Sedan,less than 20000,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Feb,0
213,213,Accura,Urban,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Feb,0
214,214,Pontiac,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Aug,0
215,215,Mazda,Rural,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Jun,0
